,고유번호,회사명,종목코드,수정일
0,00260985,한빛네트,036720,20170630
1,00264529,엔플렉스,040130,20170630
2,00358545,동서정보기술,055000,20170630
3,00231567,애드모바일,032600,20170630
4,00247939,씨모스,037600,20170630
5,00359614,리더컴,056140,20170630
6,00153551,허메스홀딩스,012400,20170630
7,00344746,유티엑스,045880,20170630
8,00261188,글로포스트,037830,20170630
9,00268020,쏠라엔텍,030390,20170630
10,00269287,보홍,041320,20170630
11,00475286,동북아1호선박투자회사,078420,20170630
12,00250775,에듀아크,046350,20170630
13,00114321,데코,013650,20170630
14,00191108,엘앤씨피,015390,20170630
15,00167378,희훈디앤지,019640,20170630
16,00225210,퓨쳐인포넷,058690,20170630
17,00223346,쓰리디넷,035400,20170630
18,00174129,제일저축은행,024100,20170630
19,00114826,제일창업투자,026540,20170630
20,00173333,현대DSF,016510,20170630
21,00687599,네프로아이티,950030,20170630
22,00256292,자강,036790,20170630
23,00271431,케이엠에스,038830,20170630
24,00154727,에버리소스,020070,20170630
25,00246189,제이에스,037110,20170630
26,00154204,태창기업,007490,20170630
27,00152631,에이치비이에너지,017300,20170630
28,00107923,남한제지,001950,20170630
29,00358095,코어비트,056850,20170630
30,00510215,동북아8호선박투자회사,082110,20170630
31,00347619,한국통신데이타,045760,20170630
32,00372013,케너텍,062730,20170630
33,00353735,다휘,055250,20170630
34,00186540,코오롱아이넷,022520,20170630
35,00128759,캠브리지코오롱,004620,20170630
36,00535588,네오세미테크,089240,20170630
37,00264981,디에이치패션,045260,20170630
38,00231521,핸디소프트,032380,20170630
39,00159908,케이엠에이치,009690,20170630
40,00259493,씨엘엘씨디,035710,20170630
41,00359641,현대푸드시스템,114410,20170630
42,00103325,고제,002540,20170630
43,00161639,메리츠종합금융,012420,20170630
44,00211271,제넥셀세인,034660,20170630
45,00388272,쓰리디월드,065340,20170630
46,00264796,스톰이앤에프,043680,20170630
47,00134909,소예,035010,20170630
48,00236368,엠엔에프씨,048640,20170630
49,00684547,하이트맥주,103150,20170630
50,00251385,보광티에스,066690,20170630
51,00262682,아인스엠앤엠,040740,20170630
52,00234555,씨엔씨엔터프라이즈,038420,20170630
53,00507257,아이알디,084810,20170630
54,00417963,바이나믹,067850,20170630
55,00543523,코크렙제7호위탁관리부동산투자회사,086720,20170630
56,00300566,엔빅스,054170,20170630
57,00299376,선팩테크,054010,20170630
58,00112068,마이크로닉스,001190,20170630
59,00257194,블루스톤디앤아이,033720,20170630
60,00477372,신지소프트,078700,20170630
61,00465410,맥쿼리센트럴오피스기업구조조정부동산투자회사,076850,20170630
62,00331760,테스텍,048510,20170630
63,00200761,중앙디자인,030030,20170630
64,00268297,에코페트로시스템,042870,20170630
65,00161301,한림창업투자,021060,20170630
66,00237260,헤쎄나,036270,20170630
67,00297970,미래에셋굿라이프혼합형자녀를위한투자회사10-1,037510,20170630
68,00107358,일공공일안경콘택트,032030,20170630
69,00115427,신동방CP,004660,20170630
70,00267474,지앤알,043630,20170630
71,00134051,셀런,013240,20170630
72,00596066,한국베트남15-1유전해외자원개발투자회사,093820,20170630
73,00347363,에이치원바이오,052310,20170630
74,00150226,씨앤중공업,008400,20170630
75,00152914,FnC코오롱,001370,20170630
76,00158839,제너비오믹스,017010,20170630
77,00159281,케드콤,011050,20170630
78,00210537,지엔텍홀딩스,065410,20170630
79,00240370,동부씨엔아이,044640,20170630
80,00247887,아이피에스,051820,20170630
81,00268358,에스브이에이치,046240,20170630
82,00316488,제이콤,060750,20170630
83,00264130,옥션,043790,20170630
84,00540304,네이쳐글로벌,088020,20170630
85,00617299,GB블루오션베트남주식혼합형투자회사1호,094950,20170630
86,00262275,엠씨티티코어,052210,20170630
87,00200798,에이스앤파트너스,032930,20170630
88,00335924,지앤디윈텍,061050,20170630
89,00111591,인터피온반도체,014010,20170630
90,00189343,솔로몬저축은행,007800,20170630
91,00252588,엠트론스토리지테크놀로지,046320,20170630
92,00267997,에스티앤아이,031800,20170630
93,00367376,사이노젠,064060,20170630
94,00299686,유퍼트,060670,20170630
95,00463050,엑스로드,074140,20170630
96,00238913,선우중공업,068770,20170630
97,00107446,남양,003020,20170630
98,00114303,엘지데이콤,015940,20170630
99,00318617,LG파워콤,045820,20170630
100,00267775,동산진흥,031960,20170630
101,00394574,티이씨,067950,20170630
102,00110176,한국기술산업,008320,20170630
103,00349787,지케이파워,054020,20170630
104,00136554,스타맥스,017050,20170630
105,00144562,유성티에스아이,024870,20170630
106,00370547,네오리소스,058550,20170630
107,00242439,케이알,035950,20170630
108,00134060,씨앤상선,000790,20170630
109,00392600,투미비티,058900,20170630
110,00259855,코아정보시스템,039990,20170630
111,00385451,케이에스리소스,066340,20170630
112,00258944,세계투어,047600,20170630
113,00798530,동양밸류오션기업인수목적,122290,20170630
114,00451268,케이이엔지,077960,20170630
115,00336570,사이버패스,063280,20170630
116,00363325,산양전기,079870,20170630
117,00148188,으뜸상호저축은행,032150,20170630
118,00508566,국제개발,080570,20170630
119,00133928,세신,004230,20170630
120,00540784,골든브릿지더블유엠경매부동산일호투자회사,084160,20170630
121,00298252,엘앤피아너스,061140,20170630
122,00264556,에이스일렉트로닉스,038690,20170630
123,00581000,디앤샵,090090,20170630
124,00359094,더체인지,054120,20170630
125,00686970,다산자기관리부동산투자회사,105380,20170630
126,00255309,써니트렌드,035500,20170630
127,00362380,뉴젠비아이티,054650,20170630
128,00244862,룩소네이트,033880,20170630
129,00301015,한서제약,044070,20170630
130,00297165,현대오토넷,042100,20170630
131,00105767,LG마이크론,016990,20170630
132,00173397,서광건설산업,001600,20170630
133,00259606,플러스프로핏,036660,20170630
134,00178471,한와이어리스,037020,20170630
135,00331733,포휴먼,049690,20170630
136,00104892,알이네트웍스,023670,20170630
137,00647917,케이알제2호개발전문위탁관리부동산투자회사,101790,20170630
138,00597764,미래에셋맵스오퍼튜니티베트남주식혼합형투자회사1호,094520,20170630
139,00355821,씨티엘테크,088960,20170630
140,00329677,이디디컴퍼니,052650,20170630
141,00244871,케이티프리텔,032390,20170630
142,00246383,메카포럼,035830,20170630
143,00345499,에스피코프,048130,20170630
144,00348140,이롬텍,045400,20170630
145,00215107,이앤텍,047450,20170630
146,00106508,기린,006070,20170630
147,00560991,맥스브로,088810,20170630
148,00265263,토자이홀딩스,037700,20170630
149,00142564,우방,013200,20170630
150,00198572,동양매직,023020,20170630
151,00642648,코웰이홀딩스유한공사,900020,20170630
152,00537443,아구스,078670,20170630
153,00113173,대한은박지,007480,20170630
154,00441872,인스프리트,073130,20170630
155,00480844,하이럭스,079340,20170630
156,00262044,트리니티,053070,20170630
157,00101442,카라반케이디이,032570,20170630
158,00295875,더존디지털웨어,045380,20170630
159,00441298,디보스,080140,20170630
160,00263885,포네이처,045290,20170630
161,00475532,테이크시스템즈,076090,20170630
162,00130204,폴켐,033190,20170630
163,00128731,유리이에스,007050,20170630
164,00325981,에프아이투어,047370,20170630
165,00540021,모빌탑,085680,20170630
166,00362089,올리브나인,052970,20170630
167,00228916,디패션,030420,20170630
168,00114215,알덱스,025970,20170630
169,00264103,에이엠에스,044770,20170630
170,00109648,오라바이오틱스,016160,20170630
171,00261212,시노펙스그린테크,037320,20170630
172,00348007,야호커뮤니케이션,059720,20170630
173,00275808,브이케이,048760,20170630
174,00375579,팬택앤큐리텔,063350,20170630
175,00197324,팬텀엔터테인먼트그룹,025460,20170630
176,00339063,삼성수산,052560,20170630
177,00538497,동북아15호선박투자회사,084240,20170630
178,00329084,비엔디,047940,20170630
179,00225140,쌈지,033260,20170630
180,00101947,브이오산업,018890,20170630
181,00287724,코디콤,041800,20170630
182,00347840,제네시스엔알디,052640,20170630
183,00504357,동북아6호선박투자회사,080410,20170630
184,00269339,인네트,041450,20170630
185,00634959,한국월드와이드아시아태평양특별자산1호투자회사,098150,20170630
186,00267094,헤파호프코리아,039350,20170630
187,00142698,휴리프,006210,20170630
188,00350057,하이스마텍,057100,20170630
189,00721981,삼성디지털이미징,108070,20170630
190,00248691,씨제이인터넷,037150,20170630
191,00335562,엠넷미디어,056200,20170630
192,00369675,온미디어,045710,20170630
193,00265078,유니텍전자,039040,20170630
194,00267809,위더스기술금융,019430,20170630
195,00314000,클라스타,037550,20170630
196,00355292,아시아미디어홀딩스,052810,20170630
197,00386557,아이스테이션,056010,20170630
198,00548865,동북아21호선박투자회사,088010,20170630
199,00221320,에이스디지텍,036550,20170630
200,00124054,부산저축은행,007830,20170630
201,00301486,에피밸리,068630,20170630
202,00149248,아세아페이퍼텍,009380,20170630
203,00311298,오페스,053470,20170630
204,00348557,액티투오,047710,20170630
205,00265342,에이치에스씨홀딩스,038920,20170630
206,00156734,한국고덴시,027840,20170630
207,00208693,나리지*온,036850,20170630
208,00128953,프로비타,014420,20170630
209,00428792,제로원인터랙티브,069470,20170630
210,00148744,제일화재해상보험,000610,20170630
211,00518873,동북아9호선박투자회사,083120,20170630
212,00300779,굿이엠지,051530,20170630
213,00397766,아이드림,066850,20170630
214,00174305,조인에너지,004820,20170630
215,00320807,태광이엔시,048140,20170630
216,00106492,렉스엘이앤지,004790,20170630
217,00592583,코리아퍼시픽05호선박투자회사,093400,20170630
218,00275260,엑큐리스,048460,20170630
219,00146719,일화모직공업,001590,20170630
220,00183914,우경,025920,20170630
221,00481676,세미텍,081220,20170630
222,00104971,그린손해보험,000470,20170630
223,00269773,대양글로벌,040180,20170630
224,00334767,엔하이테크,046720,20170630
225,00453752,제너시스템즈,073930,20170630
226,00140919,엘트온,015050,20170630
227,00255840,태산엘시디,036210,20170630
228,00133034,성원건설,012090,20170630
229,00161028,대우송도개발,004550,20170630
230,00174475,현대금속,018410,20170630
231,00251482,트라이써클,034010,20170630
232,00824659,아이비케이에스스마트에스엠이기업인수목적1호,126680,20170630
233,00259536,네스테크,037540,20170630
234,00505198,동북아5호선박투자회사,080980,20170630
235,00679730,파브코,101990,20170630
236,00803504,우리기업인수목적1호,122750,20170630
237,00350118,뉴젠아이씨티,054150,20170630
238,00352295,인젠,041630,20170630
239,00240088,지앤에스티,036920,20170630
240,00356158,영진코퍼레이션,053330,20170630
241,00560025,코크렙제8호위탁관리부동산투자회사,090540,20170630
242,00140380,유니온스틸,003640,20170630
243,00101275,경남모직,001670,20170630
244,00334493,씨티앤티,050470,20170630
245,00797674,대우증권그린코리아기업인수목적회사,121910,20170630
246,00244589,지노시스템,033850,20170630
247,00802028,한국투자신성장1호기업인수목적회사,123290,20170630
248,00164292,동원데어리푸드,003900,20170630
249,00371519,휴먼텍코리아,066060,20170630
250,00126593,에스에스씨피,071660,20170630
251,00220181,평산,089480,20170630
252,00254009,지디코프,036610,20170630
253,00505541,아시아퍼시픽2호선박투자회사,081190,20170630
254,00240398,무한투자,034510,20170630
255,00828309,동부티에스블랙펄기업인수목적,128910,20170630
256,00349468,블루젬디앤씨,053040,20170630
257,00808262,부국퓨쳐스타즈기업인수목적,123300,20170630
258,00252393,예당컴퍼니,049000,20170630
259,00229818,터보테크,032420,20170630
260,00154189,케이비물산,008540,20170630
261,00680161,연합과기공고유한공사,900030,20170630
262,00102645,글로스텍,012410,20170630
263,00844884,중국고섬공고유한공사,950070,20170630
264,00592592,코리아퍼시픽06호선박투자회사,093410,20170630
265,00268437,나노트로닉스,010670,20170630
266,00798284,미래에셋제1호기업인수목적,121950,20170630
267,00164195,에이원마이크로,037380,20170630
268,00264811,에이프로테크놀로지,045470,20170630
269,00208301,성우몰드,053440,20170630
270,00676380,모린스,110310,20170630
271,00543231,디지텍시스템스,091690,20170630
272,00103121,세븐코스프,017160,20170630
273,00122436,배명금속,011800,20170630
274,00505189,동북아4호선박투자회사,080970,20170630
275,00271413,사라콤,040020,20170630
276,00245296,폴리플러스,065610,20170630
277,00188122,하나물산,036280,20170630
278,00480905,영찬테크,085990,20170630
279,00890333,케이비부국제1호개발전문위탁관리부동산투자회사,149130,20170630
280,00510534,아시아퍼시픽8호선박투자회사,081930,20170630
281,00150855,진흥저축은행,007200,20170630
282,00173634,에듀언스,009010,20170630
283,00830377,성융광전투자유한공사,900150,20170630
284,00224567,샤인시스템,066300,20170630
285,00582054,씨모텍,081090,20170630
286,00125929,에스컴,014900,20170630
287,00502793,아시아퍼시픽1호선박투자회사,080180,20170630
288,00505550,아시아퍼시픽3호선박투자회사,081200,20170630
289,00104704,한국저축은행,025610,20170630
290,00361035,미리넷,056710,20170630
291,00630111,3노드디지탈그룹유한공사,900010,20170630
292,00264802,유일엔시스,038720,20170630
293,00399773,케이피케미칼,064420,20170630
294,00257529,이루넷,041030,20170630
295,00804114,대신증권그로쓰알파기업인수목적,123550,20170630
296,00416706,유에이블,071530,20170630
297,00121251,네오퍼플,028090,20170630
298,00173324,경윤하이드로에너지,019120,20170630
299,00121729,롯데미도파,004010,20170630
300,00808226,한화에스브이명장제1호기업인수목적,124050,20170630
301,00162577,셀텍,019260,20170630
302,00812229,에스비아이앤솔로몬드림기업인수목적,123910,20170630
303,00351153,위다스,056810,20170630
304,00126885,에스와이코퍼레이션,008080,20170630
305,00264741,어울림네트웍스,042820,20170630
306,00266989,에이디모터스,038120,20170630
307,00260693,평안물산,037240,20170630
308,00267951,아큐텍,013780,20170630
309,00132114,선진지주,014300,20170630
310,00804983,히든챔피언제1호기업인수목적,123160,20170630
311,00502474,동북아2호선박투자회사,080030,20170630
312,00579379,금강제강,105070,20170630
313,00264857,아라온테크,041060,20170630
314,00375302,우리금융지주,053000,20170630
315,00252658,코리언일랙트로닉스파워소스,046810,20170630
316,00264848,대국,042340,20170630
317,00138376,쎄라텍,041550,20170630
318,00251190,글로웍스,034600,20170630
319,00694003,중국식품포장유한공사,900060,20170630
320,00505170,동북아3호선박투자회사,080960,20170630
321,00116073,그린기술투자,025340,20170630
322,00259439,지아이바이오,035450,20170630
323,00207436,알에스넷,046430,20170630
324,00408585,나이스메탈,072530,20170630
325,00111829,대웅바이오,016890,20170630
326,00956028,엑세스바이오,950130,20170630
327,00115038,하나IB증권,003330,20170630
328,00288653,퓨쳐비젼,042570,20170630
329,00303837,이레전자산업,045310,20170630
330,00330017,레이더스컴퍼니,047420,20170630
331,00264769,포이보스,038810,20170630
332,00308948,미디어코프,053890,20170630
333,00321222,케이디세코,073780,20170630
334,00361202,이노블루,066200,20170630
335,00450728,도움,078610,20170630
336,00535773,엑스씨이,081500,20170630
337,00152950,코오롱유화,011020,20170630
338,00296069,세라온홀딩스,050600,20170630
339,00521956,현대경매부동산일호투자회사,083160,20170630
340,00360540,우수씨엔에스,060550,20170630
341,00593519,동북아31호선박투자회사,093730,20170630
342,00194372,후야인포넷,032050,20170630
343,00154693,이레아이엔씨,036900,20170630
344,00106650,카스코,005330,20170630
345,00368791,모델라인,064720,20170630
346,00220552,청람디지탈,035270,20170630
347,00301626,플래닛팔이,057330,20170630
348,00294371,한텔,041940,20170630
349,00353683,코스모스피엘씨,053170,20170630
350,00252375,나노하이텍,071360,20170630
351,00260903,쓰리소프트,036360,20170630
352,00261461,트라이콤,038410,20170630
353,00265218,케이엔에스홀딩스,036760,20170630
354,00471989,지비에스,076170,20170630
355,00306986,피더블유제네틱스,065910,20170630
356,00356644,엠텍반도체,054440,20170630
357,00305695,세니콘,056060,20170630
358,00151252,에스와이,004530,20170630
359,00257051,유씨아이콜스,065810,20170630
360,00459589,코크렙제3호CR리츠,073530,20170630
361,00264839,아이비진,039060,20170630
362,00366164,아이티센네트웍스,057110,20170630
363,00436728,리얼티코리아제1호기업구조조정부동산투자,072450,20170630
364,00136235,BHK,003990,20170630
365,00328854,포넷,048270,20170630
366,00120960,맥슨텔레콤,009890,20170630
367,00220446,예일바이오텍,054250,20170630
368,00119733,엔토리노,032590,20170630
369,00119423,두림티앤씨,033330,20170630
370,00557067,동북아27호선박투자회사,089170,20170630
371,00557058,동북아28호선박투자회사,089180,20170630
372,00557030,동북아30호선박투자회사,089200,20170630
373,00557049,동북아29호선박투자회사,089190,20170630
374,00244330,현주컴퓨터,038960,20170630
375,00120100,LG석유화학,012990,20170630
376,00246657,오브제,058680,20170630
377,00130037,휴닉스,009790,20170630
378,00405074,세이프아시아,066330,20170630
379,00398534,코크렙제1호기업구조조정부동산투자회사,067910,20170630
380,00234449,제이엠피,054790,20170630
381,00165200,위너스인프라인,005760,20170630
382,00150183,AP우주통신,015670,20170630
383,00268482,조이토토,044370,20170630
384,00363033,한도하이테크,060660,20170630
385,00364227,에너윈,055970,20170630
386,00458915,유레스메리츠제1호,073470,20170630
387,00386876,교보메리츠퍼스트기업구조조정부동산투자회사,064900,20170630
388,00163044,한일약품공업,003040,20170630
389,00543073,굿앤리치부동산공경매투자회사1호,085450,20170630
390,00160445,한국합섬,025830,20170630
391,00554468,굿앤리치부동산공경매투자회사2호,088510,20170630
392,00165565,디에스피이엔티,016040,20170630
393,00300256,시큐어소프트,037060,20170630
394,00138491,동부일렉트로닉스,001830,20170630
395,00102821,고려시멘트,003660,20170630
396,00377814,베스트플로우,060410,20170630
397,00364670,쿨투,056020,20170630
398,00143013,우영,012460,20170630
399,00263991,모빌링크텔레콤,041310,20170630
400,00105183,극동제혁,010200,20170630
401,00173254,한마음상호저축은행,025450,20170630
402,00101637,그로웰전자,009220,20170630
403,00124513,부흥,003930,20170630
404,00139418,알루코,021570,20170630
405,00154417,퍼시픽글라스,009080,20170630
406,00119362,아이인프라,008780,20170630
407,00140353,씨크롭,016970,20170630
408,00170451,외환신용카드,038400,20170630
409,00267793,삼화기연,033210,20170630
410,00260639,대흥멀티미디어통신,037250,20170630
411,00153852,텔슨정보통신,018180,20170630
412,00248956,비이티,036820,20170630
413,00390028,코오롱인터내셔널,063510,20170630
414,00260888,엔써커뮤니티,037750,20170630
415,00275710,써미트테크놀로지,039000,20170630
416,00172103,코리아이앤디,027440,20170630
417,00263955,트래픽아이티에스,038050,20170630
418,00261601,호성,035870,20170630
419,00265254,넥스텔,037220,20170630
420,00255266,쓰리알,037730,20170630
421,00259916,그로웰텔레콤,035780,20170630
422,00131434,서통,001150,20170630
423,00271352,테크메이트,043690,20170630
424,00244932,한아시스템,036020,20170630
425,00348052,엔에스아이,053250,20170630
426,00367598,케이티씨텔레콤,055810,20170630
427,00267720,신한SIT,054530,20170630
428,00147949,스마텔,004190,20170630
429,00203458,동방라이텍,025690,20170630
430,00130000,아이텍스필,008030,20170630
431,00145534,이수세라믹,032180,20170630
432,00425360,코크렙제2호기업구조조정부동산투자회사,070540,20170630
433,00141334,영풍산업,002850,20170630
434,00384452,모닷텔,048150,20170630
435,00103583,광덕물산,003590,20170630
436,00162142,동원증권,005890,20170630
437,00236021,우주통신,054080,20170630
438,00106483,기라정보통신,019930,20170630
439,00208374,텔슨전자,027350,20170630
440,00309983,하이콤정보통신,048540,20170630
441,00277727,미래에셋굿라이프혼합형자녀를위한펀드5-1,037500,20170630
442,00136217,한메엔에스,006150,20170630
443,00229827,이지클럽,038980,20170630
444,00247902,넷컴스토리지,037010,20170630
445,00318477,모디아,046000,20170630
446,00246815,성진산업,037650,20170630
447,00260921,아이엠아이티,038100,20170630
448,00247762,맥시스템,036880,20170630
449,00350224,슈마일렉트론,056500,20170630
450,00101992,센추리,006750,20170630
451,00151614,베네데스하이텍,009360,20170630
452,00179832,에스오케이,032610,20170630
453,00241120,세원텔레콤,036910,20170630
454,00277985,한강구조조정기금,036060,20170630
455,00325918,케이엔티,036590,20170630
456,00110981,대아리드선,009940,20170630
457,00116499,동신제약,006600,20170630
458,00104467,국민은행,031150,20170630
459,00257361,월드텔레콤,047610,20170630
460,00358730,업필,054370,20170630
461,00248406,화림모드,045920,20170630
462,00348788,디이시스,053200,20170630
463,00110963,대아건설,000380,20170630
464,00149840,중앙제지,005600,20170630
465,00267021,창민테크,042960,20170630
466,00330406,씨제이엔터테인먼트,049370,20170630
467,00110079,대백쇼핑,027700,20170630
468,00141440,지니웍스,036600,20170630
469,00135670,신광기업,001580,20170630
470,00144933,유진종합개발,023420,20170630
471,00371139,휘튼,066480,20170630
472,00218654,엠바이엔,031970,20170630
473,00115852,두산건설,002950,20170630
474,00113696,대호,001980,20170630
475,00253514,한신코퍼레이션,037120,20170630
476,00105509,금강화섬,010730,20170630
477,00163178,우리증권,001280,20170630
478,00264185,피코소프트,039580,20170630
479,00265157,바이오시스,035960,20170630
480,00270405,윌텍정보통신,039390,20170630
481,00125406,삼도물산,002930,20170630
482,00258731,현대멀티캡,035910,20170630
483,00822572,씨아이에스,144630,20170630
484,00423609,LG생명과학,068870,20170630
485,00580603,코리아퍼시픽01호선박투자회사,090970,20170630
486,00580612,코리아퍼시픽02호선박투자회사,090980,20170630
487,00317830,신양오라컴디스플레이,086830,20170630
488,00311030,미래에셋증권,037620,20170630
489,00439053,이룸지엔지,050640,20170630
490,00992312,에스와이이노베이션,194860,20170630
491,00580621,코리아퍼시픽03호선박투자회사,090990,20170630
492,00580630,코리아퍼시픽04호선박투자회사,091000,20170630
493,00262123,유아이에너지,050050,20170630
494,00533696,아시아퍼시픽14호선박투자회사,083610,20170630
495,00140362,제이에스전선,005560,20170630
496,00533757,아시아퍼시픽13호선박투자회사,083600,20170630
497,00533580,아시아퍼시픽10호선박투자회사,083570,20170630
498,01041217,현대에이블기업인수목적1호,204760,20170630
499,00533793,아시아퍼시픽11호선박투자회사,083580,20170630
500,00533836,아시아퍼시픽12호선박투자회사,083590,20170630
501,00144766,호반산업,004320,20170630
502,00525527,실리콘화일,082930,20170630
503,00372989,비엔씨컴퍼니,058370,20170630
504,00529523,동북아11호선박투자회사,083360,20170630
505,00526474,동북아14호선박투자회사,083390,20170630
506,00302801,디아이디,074130,20170630
507,00124018,부산방직공업,025270,20170630
508,00255071,현대에이치씨엔동작방송,034750,20170630
509,00364926,플렉스컴,065270,20170630
510,00350491,웹솔루스,160350,20170630
511,00450214,마이스코,088700,20170630
512,01022054,솔트웍스,222520,20170630
513,00164955,현대페인트,011720,20170630
514,00790501,한진해운,117930,20170630
515,00272412,글라소울,045050,20170630
516,00207542,팬택자산관리,025930,20170630
517,00394778,케이엔씨글로벌,068150,20170630
518,00446460,아이디에스,078780,20170630
519,00188946,훈영,017170,20170630
520,00137702,한솔아트원제지,007190,20170630
521,00418476,엠제이비,074150,20170630
522,00587101,바다로3호선박투자회사,092630,20170630
523,00351047,아이팩토리,053810,20170630
524,00778040,거북선5호선박투자회사,114130,20170630
525,00778059,거북선6호선박투자회사,114140,20170630
526,00126229,삼성물산,000830,20170630
527,00496003,피엘에이,082390,20170630
528,00359030,닉스테크,063840,20170630
529,00510914,아시아퍼시픽9호선박투자회사,081940,20170630
530,00697329,거북선4호선박투자회사,108890,20170630
531,00149664,중앙건설,015110,20170630
532,00318839,미래에셋새천년코리아벤처펀드일호,042950,20170630
533,00130897,하나은행,002860,20170630
534,00183260,에이스하이텍,071930,20170630
535,00246347,태창파로스,039850,20170630
536,00599230,평산차업집단유한공사,950010,20170630
537,00970277,스탠다드펌,179280,20170630
538,00122922,벽산건설,002530,20170630
539,00116860,NH농협증권,016420,20170630
540,00505569,아시아퍼시픽4호선박투자회사,081210,20170630
541,00160612,한화화인케미칼,025850,20170630
542,00659435,정다운,224090,20170630
543,00232317,지오엠씨,033030,20170630
544,00130860,에듀패스,031950,20170630
545,00113632,아이디에이치,026230,20170630
546,00837680,거북선7호선박투자회사,134000,20170630
547,00130815,서울상호저축은행,016560,20170630
548,00248123,와이즈파워,040670,20170630
549,00788807,코크렙제15호기업구조조정부동산투자회사,121550,20170630
550,00270432,티브로드한빛방송,043890,20170630
551,00648697,거북선3호선박투자회사,102000,20170630
552,00165529,동성하이켐,013450,20170630
553,00419989,클루넷,067130,20170630
554,00637114,코리아퍼시픽07호선박투자회사,099210,20170630
555,00361114,씨유전자,056340,20170630
556,00125628,삼목강업,158380,20170630
557,00265227,에스비엠,037630,20170630
558,00267669,솔빛미디어,044440,20170630
559,00693800,에프지엔개발전문자기관리부동산투자회사,119250,20170630
560,00991012,판타지오,187770,20170630
561,00164469,현대하이스코,010520,20170630
562,00586652,거북선1호선박투자회사,092970,20170630
563,00132105,삼양제넥스,003940,20170630
564,00345657,코아에스앤아이,052350,20170630
565,00810531,자원메디칼,181980,20170630
566,00127370,삼우이엠씨,026250,20170630
567,00261124,어울림정보기술,038320,20170630
568,00244729,티브로드도봉강북방송,035210,20170630
569,00138127,티이씨앤코,008900,20170630
570,00156521,화인자산관리,010460,20170630
571,00446831,세실,084450,20170630
572,00127024,삼양엔텍,008720,20170630
573,00120377,로케트전기,000420,20170630
574,00136970,신일건업,014350,20170630
575,00148328,제일모직,001300,20170630
576,00842479,퓨얼셀파워,139170,20170630
577,00907660,아루히,950100,20170630
578,00351269,지티앤티,053870,20170630
579,00350251,모아에스앤에스,052880,20170630
580,00206127,어울림엘시스,033280,20170630
581,00846396,이코리아자기관리부동산투자회사,138440,20170630
582,00144155,SK,003600,20170630
583,00678281,에이치앤아이,103650,20170630
584,00314888,디에스,051710,20170630
585,00653990,유니드코리아,110500,20170630
586,00451116,아이레보,072430,20170630
587,00159926,포스코티엠씨,010150,20170630
588,00648688,거북선2호선박투자회사,101380,20170630
589,00512550,아시아퍼시픽5호선박투자회사,082240,20170630
590,00512532,아시아퍼시픽7호선박투자회사,082260,20170630
591,00512541,아시아퍼시픽6호선박투자회사,082250,20170630
592,00907013,한국ANKOR유전,152550,20170630
593,01047929,에스케이제1호기업인수목적,207930,20171106
594,01064315,대우기업인수목적3호,215580,20171226
595,01047567,엔에이치에스엘기업인수목적,207720,20171016
596,01043871,케이티비기업인수목적1호,204650,20170707
597,01065536,미래에셋제3호기업인수목적,215750,20180104
598,00636045,넥솔론,110570,20170918
599,00632331,디피앤케이,189700,20171220
600,00974459,비앤에스미디어,156170,20170918
601,00461690,세화피앤씨,085980,20170919
602,01111057,에스지에이시스템즈,232290,20171222
603,00653112,미래자원엠엘,233190,20171228
604,00823687,웨이포트유한공사,900130,20170725
605,00318538,아스팩오일,232360,20170725
606,00855145,하이골드오션2호선박투자회사,139200,20171127
607,01046179,골든브릿지제2호기업인수목적,206660,20171020
608,00110495,대성합동지주,005620,20170825
609,00722500,중국원양자원유한공사,900050,20170927
610,01018167,캐로스,260490,20171129
611,00533678,아시아퍼시픽15호선박투자회사,083620,20170731
612,01047716,하나머스트3호기업인수목적,208870,20170731
613,00686147,신성에프에이,104120,20171207
614,00686068,신성이엔지,104110,20171208
615,00783246,글로벌에스엠,900070,20170703
616,00800084,씨케이에이치,900120,20170703
617,00163619,한진피앤씨,061460,20170929
618,00967778,나이코,192240,20170630
619,01038161,대우기업인수목적2호,204440,20170630
620,00267960,에스에스컴텍,036500,20170630
621,00529310,동북아10호선박투자회사,083350,20170630
622,01080410,골든브릿지제3호기업인수목적,219580,20180207
623,00413824,제이앤유글로벌,086200,20180508
624,01090301,케이비제8호기업인수목적,222390,20180313
625,00626710,베트남개발1,096300,20180313
626,01010572,패션플랫폼,256090,20180213
627,01075047,키움제3호기업인수목적,218710,20180214
628,00612115,유디피,091270,20180418
629,01089828,유진기업인수목적3호,221200,20180417
630,00799070,이스트아시아홀딩스,900110,20180212
631,01087079,한화에이스기업인수목적2호,219860,20180302
632,01072660,엔에이치기업인수목적7호,217810,20180119
633,01091391,교보5호기업인수목적,223040,20180330
634,01089961,케이비드림투게더제3호기업인수목적,221950,20180330
635,01089387,유안타제2호기업인수목적,219960,20180223
636,01111765,에스엠로보틱스,252940,20180425
637,01115257,시냅스엠,246830,20180514
638,00408336,인산가,062580,20180911
639,01109186,동부제4호기업인수목적,230490,20180726
640,01095892,태경피엔에스,235090,20180801
641,00130949,카카오엠,016170,20180918
642,00202778,썬코어,051170,20180820
643,01090921,케이엠제약,237720,20180928
644,01102800,키움제4호기업인수목적,226850,20180605
645,00148717,도레이케미칼,008000,20180810
646,00959265,디와이엘엔제이,207230,20180514
